Bk Sales Account Id Int,Sales Account Group Name,Business Entity Descr,Bk Product Id,Contract Type,Contract Line End Fiscal Quarter,Sntc Sspt Offer Flag,Covered Item Qty,Annualized Extended Contract Line List Usd Amount,ANNUALIZED_CONTRACT_LINE_NET_USD_AMOUNT,Product Unit List Price,Service List Price,CORRECTED_CONTRACT_LINE_NET_USD_AMOUNT
203721067,ARAMCO SERVICES COMPANY,SP Routing,GLC-T,SPC4P,20224,SP Base,0.380370,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,FPR4K-SSD-BBLKD,SSSNT,20231,Solution Support,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,CAB-US515-C15-US,SNT,20252,Smartnet Total Care,7.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,IOT Software,SFP-10G-LR,SPC4P,20232,SP Base,0.004680,0.0,0.031542647685119996,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,R-ISE-VMS-K9=,ECMU,20252,,1.000000,1387.0,993.23,6420.0,4161.0,2979.69
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C1-715WAC,SNT,20252,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,FMC-M5-MSTOR-SD,SSSNT,20231,Solution Support,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,IOT Software,GLC-LH-SMD=,SNT,20224,Smartnet Total Care,0.474360,0.0,0.0,273.75315600000005,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,SW3802-CAPWAP-K9,SPC4P,20232,SP Base,4.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,N9K-C93180YC-FX3,SNT,20253,Smartnet Total Care,2.000000,2162.0,1536.2166666666665,55275.0,6486.0,4644.62
203721067,ARAMCO SERVICES COMPANY,Collaboration,FL-CUBEE-5,SNTP,20224,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9500-NW-A,SNT,20242,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,MEM-43-4G,SNTP,20232,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,CAB-9K12A-NA,SNT,20241,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,L-FPR4140T-T=,FTDHI,20231,,2.000000,95184.66,53323.30159162667,0.0,47592.33,55207.1
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,MEM-4400-DP-2G,SPC4P,20232,SP Base,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center,DISTI-STOCKING,SPC4P,20232,SP Base,1.000000,0.0,0.0,0.0,0.0,0.0
